"0","65","Blood whose marriage kid","390.27","Sauces","Trader Joes"
"0","132","Today matter partner necessary","445.05","Baked Goods","Trader Joes"
"0","1188","Sound sure","167.20","Meat","Harris Teeters"
"0","909","Trial safe","477.16","Produce","Trader Joes"
"0","21","Line go","464.23","Dairy & Eggs","Whole Foods"
"0","812","Art energy significant","71.17","Baked Goods","Whole Foods"
"0","1004","Even enter","407.85","Bread","Harris Teeters"
"0","1429","Picture anyone wish","178.20","Baking","Whole Foods"
"0","1380","Money guess move process","470.65","Beverages","Harris Teeters"
"0","62","Simple between say statement","422.79","Prepared Food","Trader Joes"
"0","996","Movie happy world reveal course","422.60","Canned Goods","Harris Teeters"
"0","407","Brother spend ahead action","495.76","Produce","Harris Teeters"
"0","530","Floor employee drug type","265.39","Bread","Trader Joes"
"0","648","Clear film often realize account","283.50","Dairy & Eggs","Harris Teeters"
"0","14","Significant debate front free","244.71","Produce","Harris Teeters"
"0","708","Include pressure political research","182.75","Produce","Harris Teeters"
"0","1726","Room produce most generation with","339.38","Produce","Harris Teeters"
"0","853","From left nothing within","121.65","Canned Goods","Harris Teeters"
"0","1191","Some perhaps","416.87","Cheese","Harris Teeters"
"0","204","I within candidate","434.99","Baking","Whole Foods"
"0","733","College country peace","75.25","Canned Goods","Trader Joes"
"0","816","Give ball behind coach nearly","446.63","Sauces","Harris Teeters"
"0","577","Probably commercial brother head","431.70","Prepared Food","Whole Foods"
"0","196","Water nature boy reach","122.24","Baking","Whole Foods"
"0","757","Picture order another significant","229.33","Seafood","Trader Joes"
"1","95","Seven card safe","395.40","Baked Goods","Whole Foods"
"1","1928","Final keep environment front","467.94","Produce","Trader Joes"
"1","1210","Involve control","147.77","Prepared Food","Trader Joes"
"1","1826","Place score kitchen","104.05","Seafood","Harris Teeters"
"1","104","Produce five","168.12","Bread","Whole Foods"
"1","1259","Traditional action seem fly","407.83","Produce","Trader Joes"
"1","1251","Firm week test debate","109.48","Baked Goods","Whole Foods"
"1","898","Glass visit brother ago charge","274.93","Dairy & Eggs","Trader Joes"
"1","1950","Low election","205.64","Produce","Harris Teeters"
"1","720","Everybody and build grow coach","263.27","Pantry","Harris Teeters"
"1","1557","Certain ground will share","162.68","Meat","Harris Teeters"
"1","423","Onto would","48.64","Meat","Whole Foods"
"1","52","Sure statement number PM","249.99","Frozen Food","Trader Joes"
"1","461","Author year letter fast","202.45","Baking","Whole Foods"
"1","298","Past occur for always","165.14","Produce","Harris Teeters"
"1","1841","Little project outside behind","196.16","Baked Goods","Whole Foods"
"1","1535","Lot range","336.99","Cheese","Whole Foods"
"1","1082","Provide season","389.02","Cheese","Whole Foods"
"1","137","Enough walk despite","415.95","Canned Goods","Harris Teeters"
"1","572","Style might evidence","219.26","Pantry","Trader Joes"
"2","1091","Eat listen action","150.20","Meat","Whole Foods"
"2","780","Federal receive easy","307.00","Baked Goods","Trader Joes"
"2","1716","Control ability","497.78","Canned Goods","Harris Teeters"
"2","447","Analysis hope safe","322.01","Prepared Food","Whole Foods"
"2","1362","Above team several accept against","441.76","Dairy & Eggs","Whole Foods"
"2","1422","Girl military","328.69","Dairy & Eggs","Trader Joes"
"2","1635","Ability someone list history real","403.73","Bread","Harris Teeters"
"2","1794","Alone her","121.17","Canned Goods","Whole Foods"
"2","481","Modern deep particularly","213.65","Baking","Trader Joes"
"2","904","Six resource new public","468.27","Canned Goods","Whole Foods"
"2","1740","May threat","12.93","Meat","Trader Joes"
"2","1144","Present may happy hope","113.02","Baking","Harris Teeters"
"2","121","Care its someone point","104.21","Bread","Trader Joes"
"2","365","Skill behind light","482.29","Cheese","Harris Teeters"
"2","900","Stand instead site","299.68","Dairy & Eggs","Harris Teeters"
"2","287","Leave world science","359.95","Canned Goods","Harris Teeters"
"2","325","Single address","147.71","Beverages","Harris Teeters"
"2","1594","Win way","185.21","Dairy & Eggs","Whole Foods"
"2","1133","Market practice one","273.09","Cheese","Whole Foods"
"2","1310","Include majority","313.78","Produce","Harris Teeters"
"2","958","Billion feeling","47.24","Seafood","Whole Foods"
"2","1830","Ever fill bit local","456.71","Bread","Harris Teeters"
"2","490","Behind it only","263.78","Produce","Whole Foods"
"3","877","Born not war current","446.22","Baked Goods","Whole Foods"
"3","1629","Public experience","140.52","Produce","Trader Joes"
"3","319","Nice care scene","233.52","Dairy & Eggs","Harris Teeters"
"3","419","Wait movie adult","433.09","Pantry","Harris Teeters"
"3","1362","Above team several accept against","441.76","Dairy & Eggs","Whole Foods"
"3","961","Candidate still board in","53.07","Produce","Harris Teeters"
"3","1587","Town against single build firm","56.82","Bread","Whole Foods"
"3","450","Avoid positive","407.71","Pantry","Whole Foods"
"3","1533","Lawyer notice type Mrs culture","270.31","Baking","Whole Foods"
"3","1247","Away north building front","369.84","Produce","Whole Foods"
"3","1367","Instead consumer","204.79","Produce","Whole Foods"
"3","1","Although skill me movement","187.03","Cheese","Whole Foods"
"4","1066","Individual mean fact mission","332.29","Produce","Harris Teeters"
"4","1934","Concern local population film","396.19","Cheese","Trader Joes"
"5","1584","Remain later continue","308.22","Beverages","Trader Joes"
"5","355","Role worry program new article","342.42","Meat","Trader Joes"
"5","1509","South which administration","393.02","Meat","Harris Teeters"
"5","543","Risk value","472.44","Meat","Whole Foods"
"5","1313","Already give thousand hit","374.24","Frozen Food","Whole Foods"
"5","289","Institution agency which","209.18","Baking","Harris Teeters"
"5","1446","Baby short gas live mother","373.49","Baked Goods","Whole Foods"
"5","1093","Not finally always action","61.23","Dairy & Eggs","Trader Joes"
"5","1142","Billion goal participant prevent","106.89","Canned Goods","Harris Teeters"
"5","406","Create with teacher establish","491.13","Seafood","Harris Teeters"
"5","102","Growth mention local","296.05","Beverages","Harris Teeters"
"5","1881","World individual treat word memory","186.92","Cheese","Trader Joes"
"5","1817","Trade rest budget","38.85","Bread","Whole Foods"
"6","1259","Traditional action seem fly","407.83","Produce","Trader Joes"
"6","1402","Measure senior finally","440.77","Seafood","Harris Teeters"
"6","1084","Send image rate evidence","457.92","Frozen Food","Trader Joes"
"6","1736","Speech break","149.08","Sauces","Trader Joes"
"6","422","Doctor would natural","231.03","Bread","Trader Joes"
"6","694","Just able popular","359.10","Baking","Harris Teeters"
"6","1453","Anyone key majority share","76.15","Baked Goods","Trader Joes"
"6","1277","Tough score","350.23","Beverages","Trader Joes"
"6","1350","Himself consumer traditional civil","136.64","Seafood","Whole Foods"
"6","544","Boy break present authority","409.38","Cheese","Whole Foods"
"6","1301","Difficult we total pull health","207.37","Seafood","Whole Foods"
"6","1867","Production several magazine sign act","307.83","Frozen Food","Whole Foods"
"6","881","Her anyone","435.35","Frozen Food","Harris Teeters"
"7","720","Everybody and build grow coach","263.27","Pantry","Harris Teeters"
"7","15","Court hot audience machine admit","100.00","Produce","Harris Teeters"
"7","1300","Recent drug","24.54","Bread","Harris Teeters"
"7","1019","Plan part relate mind table","118.86","Pantry","Trader Joes"
"7","400","Key many actually business","88.14","Canned Goods","Harris Teeters"
"7","1197","Price reveal","178.48","Dairy & Eggs","Whole Foods"
"7","685","Between animal raise bring those","345.07","Dairy & Eggs","Whole Foods"
"7","1557","Certain ground will share","162.68","Meat","Harris Teeters"
"7","603","Red speak agency class campaign","432.86","Frozen Food","Harris Teeters"
"8","89","Skill environmental create health","312.67","Bread","Harris Teeters"
"8","1010","Party three","290.60","Baked Goods","Trader Joes"
"8","1104","Week window early","394.36","Pantry","Harris Teeters"
"8","985","Friend follow career bad fine","158.05","Produce","Whole Foods"
"8","438","Name situation west remain","404.36","Seafood","Whole Foods"
"8","657","Score within occur concern happen","366.76","Seafood","Harris Teeters"
"8","18","Hotel ever seek","324.64","Cheese","Harris Teeters"
"8","1005","Century director yet president","264.38","Seafood","Whole Foods"
"8","1947","Anyone president explain town","124.23","Canned Goods","Whole Foods"
"8","233","Deep goal sing","75.83","Baking","Harris Teeters"
"8","1747","Rate including always","150.01","Beverages","Whole Foods"
"8","347","Partner better turn factor","112.56","Seafood","Whole Foods"
"8","56","Use education too","288.07","Cheese","Harris Teeters"
"8","1679","Image who serve establish","378.34","Prepared Food","Whole Foods"
"8","1651","Rate others ground enjoy ground","124.21","Baking","Trader Joes"
"8","159","Market research","230.84","Prepared Food","Harris Teeters"
"8","1761","Energy under condition food forget","188.62","Sauces","Harris Teeters"
"8","904","Six resource new public","468.27","Canned Goods","Whole Foods"
"8","1387","Feel hundred","223.90","Meat","Harris Teeters"
"8","286","Agent record structure one","333.76","Seafood","Whole Foods"
"8","313","Understand political girl","454.05","Canned Goods","Whole Foods"
"8","1486","Beat view kind prepare culture","460.85","Beverages","Trader Joes"
"8","390","Others home job","42.17","Beverages","Whole Foods"
"8","16","Final might before","387.76","Meat","Harris Teeters"
"9","727","Base teach behavior","497.68","Produce","Whole Foods"
"9","1701","Company approach change care","216.56","Prepared Food","Whole Foods"
"9","537","Ever would reveal all leg","488.11","Baked Goods","Trader Joes"
"9","686","Scientist let look sister gas","148.56","Beverages","Harris Teeters"
"9","226","Claim up behavior","455.24","Dairy & Eggs","Trader Joes"
"9","1949","Base professor develop candidate","366.78","Baked Goods","Whole Foods"
"9","0","Too design","422.58","Beverages","Harris Teeters"
"9","1369","Seat last shoulder where exactly","162.82","Bread","Harris Teeters"
"9","1367","Instead consumer","204.79","Produce","Whole Foods"
"10","1509","South which administration","393.02","Meat","Harris Teeters"
"10","208","Show take no pick","126.95","Sauces","Trader Joes"
"10","1600","Response city future","390.05","Frozen Food","Whole Foods"
"10","1183","Have result","283.97","Baked Goods","Harris Teeters"
