"47","1682","Thing theory example inside box","498.48","Seafood","Trader Joes"
"47","1329","Beautiful attorney leader together","435.50","Produce","Harris Teeters"
"47","197","Understand others baby dream","149.91","Dairy & Eggs","Harris Teeters"
"47","1969","Million pay available image thought","380.87","Seafood","Trader Joes"
"47","573","Program space high about wish","186.71","Beverages","Trader Joes"
"47","515","Claim foreign risk key","331.12","Baked Goods","Harris Teeters"
"47","725","Well health table this","403.43","Frozen Food","Harris Teeters"
"47","1909","Take too lose describe","66.52","Canned Goods","Trader Joes"
"47","880","Serve senior design hand act","243.48","Baking","Harris Teeters"
"47","1609","Program share agree","261.92","Produce","Trader Joes"
"47","1090","Relate remember until","373.71","Sauces","Whole Foods"
"47","1328","Hotel rest rather along","53.90","Seafood","Harris Teeters"
"47","1651","Rate others ground enjoy ground","124.21","Produce","Whole Foods"
"47","178","Behavior the","63.13","Prepared Food","Trader Joes"
"47","1721","Program five receive","98.91","Dairy & Eggs","Trader Joes"
"47","949","Red could","255.76","Pantry","Whole Foods"
"47","244","That his hotel require","96.43","Dairy & Eggs","Trader Joes"
"47","581","Between though","487.18","Bread","Harris Teeters"
"47","939","Season my like meeting government","169.25","Frozen Food","Whole Foods"
"47","546","Sit today","56.29","Cheese","Whole Foods"
"47","1181","There among billion","52.27","Canned Goods","Harris Teeters"
"47","250","Final discover success","351.81","Produce","Harris Teeters"
"47","119","Away thing bed concern worker","123.99","Baking","Harris Teeters"
"47","1413","Paper role relationship","455.70","Produce","Harris Teeters"
"47","1717","Nothing sound event spend","278.31","Seafood","Harris Teeters"
"47","660","Serve bed","406.66","Produce","Whole Foods"
"9","1790","Camera new fish production exist","352.07","Sauces","Harris Teeters"
"9","1384","Next program","143.74","Meat","Trader Joes"
"9","1096","Way born happen","270.06","Dairy & Eggs","Trader Joes"
"9","1801","Travel management mean big wall","427.76","Seafood","Whole Foods"
"9","828","Wind suffer eye","413.25","Cheese","Trader Joes"
"9","1456","Too accept instead","304.80","Produce","Whole Foods"
"9","637","Pm skin fill detail less","246.85","Pantry","Harris Teeters"
"9","1321","Wonder himself say language","399.01","Baked Goods","Harris Teeters"
"9","1477","Maybe describe bit","368.58","Prepared Food","Harris Teeters"
"9","849","Like public idea space foot","292.26","Canned Goods","Harris Teeters"
"9","294","Guess owner on","63.94","Beverages","Whole Foods"
"9","1277","Tough score","350.23","Frozen Food","Whole Foods"
"9","1886","New for people wide live","119.82","Produce","Whole Foods"
"9","1025","Ever hold","223.12","Meat","Harris Teeters"
"9","48","Adult possible six","239.99","Sauces","Whole Foods"
"9","253","Evidence shoulder will","101.09","Prepared Food","Whole Foods"
"9","1391","Answer carry white strategy best","426.65","Seafood","Harris Teeters"
"9","510","Enough responsibility","395.23","Seafood","Harris Teeters"
"9","696","Policy bring address where","213.43","Cheese","Whole Foods"
"9","1564","Have professional yes just positive","500.15","Dairy & Eggs","Whole Foods"
"9","577","Probably commercial brother head","431.70","Baked Goods","Trader Joes"
"9","1259","Traditional action seem fly","407.83","Baked Goods","Whole Foods"
"9","204","I within candidate","434.99","Baked Goods","Trader Joes"
"9","70","Amount national war sense","296.67","Baked Goods","Trader Joes"
"9","924","Reason six themselves move difference","418.76","Pantry","Whole Foods"
"9","960","Most poor","279.57","Canned Goods","Whole Foods"
"9","1592","Safe production form television","469.46","Bread","Trader Joes"
"9","1381","Newspaper personal really mean","131.93","Prepared Food","Trader Joes"
"9","1917","Reflect he ago","379.42","Canned Goods","Harris Teeters"
"9","1458","Consumer instead","464.02","Produce","Harris Teeters"
"9","1616","Idea fast meeting win citizen","381.46","Produce","Trader Joes"
"9","1689","Them section next in","197.35","Beverages","Trader Joes"
"9","605","On shoulder behavior purpose","288.60","Canned Goods","Whole Foods"
"9","608","Report level","240.62","Baking","Trader Joes"
"9","1322","Pull support success","336.00","Produce","Harris Teeters"
"9","238","Or box citizen former","153.67","Baking","Whole Foods"
"9","484","Single produce almost","76.99","Pantry","Harris Teeters"
"9","40","Try wait side part","488.73","Baked Goods","Trader Joes"
"9","1992","Moment management research","190.78","Frozen Food","Harris Teeters"
"9","1810","Understand site and","109.89","Frozen Food","Harris Teeters"
"9","780","Federal receive easy","307.00","Produce","Whole Foods"
"9","1349","Friend performance school arm","127.11","Produce","Trader Joes"
"9","668","Most seek painting drug decide","150.65","Beverages","Trader Joes"
"9","286","Agent record structure one","333.76","Produce","Trader Joes"
"9","1020","Also reach","407.39","Sauces","Harris Teeters"
"9","375","Today north throughout","243.94","Meat","Harris Teeters"
"30","1089","Technology stay general never increase","317.51","Frozen Food","Trader Joes"
"30","1871","Age without","361.21","Cheese","Trader Joes"
"30","1227","Information get shoulder","50.24","Cheese","Whole Foods"
"30","1032","Sense consider","429.04","Seafood","Trader Joes"
"30","293","Better even onto story stage","363.47","Pantry","Whole Foods"
"30","1475","Section on","355.43","Bread","Harris Teeters"
"30","615","Section reveal walk","238.19","Baking","Harris Teeters"
"30","1050","Nearly attorney reduce","243.67","Prepared Food","Whole Foods"
"30","1263","Should first writer right drug","197.36","Baking","Whole Foods"
"30","1310","Include majority","313.78","Dairy & Eggs","Harris Teeters"
"30","1348","Real good law","432.58","Seafood","Harris Teeters"
"30","1942","Local really though hand size","334.22","Canned Goods","Trader Joes"
"30","1773","Charge same behind cultural side","209.67","Baked Goods","Whole Foods"
"30","1024","Care trouble kind fund glass","163.07","Canned Goods","Trader Joes"
"30","1764","Against certainly another buy","122.39","Prepared Food","Harris Teeters"
"30","968","Stage enter foot","205.39","Seafood","Whole Foods"
"30","89","Skill environmental create health","312.67","Pantry","Harris Teeters"
"30","1053","Country worry","447.07","Canned Goods","Whole Foods"
"30","1609","Program share agree","261.92","Produce","Trader Joes"
"30","769","Could town imagine believe","437.47","Bread","Trader Joes"
"30","1769","Red nature my","493.16","Prepared Food","Whole Foods"
"30","332","From race street perform","123.80","Baked Goods","Harris Teeters"
"30","171","Trial water exist","309.12","Beverages","Whole Foods"
"30","132","Today matter partner necessary","445.05","Cheese","Whole Foods"
"391","975","Again serious then career","339.89","Sauces","Harris Teeters"
"391","1792","Miss into radio figure","212.77","Cheese","Trader Joes"
"391","1525","Happen minute beyond your war","406.82","Bread","Trader Joes"
