"26","1456","18"
"26","345","6"
"26","1391","10"
"26","1597","19"
"26","1304","4"
"26","1793","5"
"41","1557","9"
"41","1510","12"
"41","753","1"
"41","88","3"
"41","56","9"
"41","1197","19"
"41","399","7"
"41","743","12"
"41","1301","5"
"41","1638","3"
"41","1378","19"
"41","525","6"
"41","710","8"
"41","1792","17"
"41","144","8"
"41","354","0"
"41","1289","11"
"41","1883","18"
"41","460","9"
"41","862","9"
"41","1668","7"
"41","366","8"
"32","1307","7"
"32","237","2"
"32","1677","20"
"32","997","12"
"32","163","6"
"32","1920","8"
"32","605","2"
"32","1411","8"
"32","183","19"
"32","1035","19"
"32","1447","20"
"32","507","17"
"32","1667","5"
"32","1261","5"
"32","274","0"
"32","37","20"
"32","90","8"
"32","199","17"
"32","990","0"
"32","1762","13"
"32","411","5"
"32","476","3"
"32","1982","5"
"32","175","0"
"32","1998","3"
"32","209","9"
"32","1478","15"
"32","1096","8"
"32","844","19"
"32","150","0"
"32","1649","6"
"32","699","8"
"32","382","1"
"32","562","9"
"32","1993","19"
"32","1124","14"
"32","1935","7"
"32","1265","7"
"32","957","6"
"32","286","2"
"32","472","6"
"32","795","14"
"32","161","16"
"32","1170","0"
"32","1071","19"
"32","1509","18"
"82","1223","10"
"82","1817","14"
"82","65","20"
"82","962","8"
"82","983","19"
"82","1117","14"
"82","1352","10"
"82","1487","5"
"6","1945","19"
"6","641","16"
"6","620","18"
"6","221","14"
"71","1446","19"
"71","997","8"
"71","1683","14"
"71","615","3"
"71","806","2"
"71","861","2"
"71","941","7"
"71","1831","15"
"71","1162","2"
"71","1599","14"
"71","847","13"
"71","770","2"
"71","1950","17"
"71","1971","9"
"71","1948","0"
"71","1891","9"
"71","1614","12"
"71","288","0"
"71","1775","20"
"71","1502","20"
"71","1611","8"
"71","1641","12"
"71","266","15"
"71","285","3"
"71","1670","17"
"71","965","16"
"71","1191","5"
"71","1060","19"
"71","1444","14"
"71","215","9"
"71","446","2"
"71","1511","0"
"71","742","17"
"71","492","15"
"71","1342","3"
"71","1086","15"
"71","1297","4"
"71","362","14"
"71","290","17"
"71","1013","12"
"71","854","10"
"71","324","9"
"71","1714","0"
"71","1395","19"
"71","72","17"
"66","1840","12"
"66","1083","3"
"66","1078","12"
"66","480","11"
"66","64","4"
"66","1893","5"
"66","1640","3"
"66","1576","14"
"66","42","0"
"66","1664","6"
"66","1907","2"
"16","177","8"
"16","504","2"
"16","1234","13"
"16","364","0"
"16","0","1"
"16","735","8"
"16","1851","19"
"16","1621","0"
"16","198","18"
"16","766","1"
"16","1559","5"
"16","1639","1"
"16","870","0"
"16","1320","13"
"16","1049","15"
"16","263","14"
"16","1826","16"
"16","1013","2"
"16","995","12"
"16","1802","9"
"16","1370","15"
"16","268","10"
"16","1882","16"
"16","1940","14"
"16","1098","4"
"16","1911","7"
"16","775","4"
"16","1400","15"
"16","1026","8"
"16","203","7"
"68","32","0"
"68","1690","15"
"68","1387","14"
"68","58","6"
"68","1195","9"
"68","1576","11"
"68","498","14"
"68","1224","15"
"68","1019","20"
"68","1716","13"
"68","246","18"
"68","539","11"
"68","779","15"
"68","956","13"
"68","194","20"
"68","1855","10"
"68","155","11"
"68","1921","5"
"68","1639","5"
"68","552","3"
"68","1935","7"
"10","38","0"
"10","1406","17"
"10","1508","6"
"10","595","8"
"10","1759","9"
"10","1308","10"
"10","159","13"
"10","809","5"
"10","195","0"
"10","1533","20"
"10","1409","14"
"10","293","15"
"10","1810","16"
"10","1074","17"
"10","645","4"
"10","1122","20"
"10","368","11"
"10","1436","5"
"10","473","10"
"10","1972","15"
"10","1622","5"
"10","489","20"
"10","1334","12"
"10","1004","8"
"83","1307","8"
"83","44","19"
"83","920","1"
"24","524","12"
"24","1227","20"
"24","184","19"
"24","248","20"
"24","1968","9"
"24","1147","15"
"24","1180","17"
"24","1706","20"
"24","1190","2"
"24","1807","2"
"24","493","1"
"24","217","17"
"24","1536","9"
"24","763","15"
"24","274","0"
"24","528","19"
"24","2","11"
"24","1978","2"
"24","1598","12"
"24","844","15"
"24","1921","2"
"24","1482","10"
"24","1412","12"
"24","145","20"
"24","392","9"
"24","183","12"
"24","1815","1"
"24","1087","1"
"24","1107","5"
"24","1751","1"
"24","866","7"
"24","75","19"
"24","1032","9"
"24","1829","1"
"24","585","9"
"24","1575","18"
"24","279","7"
"24","1061","13"
"24","1213","12"
"24","1668","7"
"24","254","11"
"24","1513","9"
"24","340","14"
"24","202","7"
"24","687","0"
"7","594","10"
"7","1243","13"
"7","955","0"
"7","697","11"
"7","239","9"
"7","990","17"
"7","1415","10"
"7","249","19"
"7","556","7"
"7","393","1"
"7","1965","5"
"7","208","12"
"7","1676","3"
"7","893","3"
"7","1723","2"
"7","1006","12"
"7","729","4"
"7","1411","8"
"7","781","20"
"7","1339","6"
"7","1295","13"
"7","223","14"
"7","715","11"
"7","817","11"
"7","1936","12"
"7","196","20"
"7","779","13"
"7","998","3"
"7","1683","19"
"7","1947","10"
"7","1239","7"
"7","1025","0"
"7","141","9"
"7","237","0"
"7","639","19"
"7","1234","18"
"7","1826","12"
"7","1145","5"
"7","1178","3"
"7","950","1"
"21","1508","13"
"21","1562","6"
"21","1706","7"
"21","602","2"
"21","54","8"
"21","641","9"
"21","11","11"
"21","898","12"
"21","397","11"
"21","730","5"
"21","1572","5"
"21","1737","17"
"21","625","7"
"21","1453","0"
"21","549","3"
"21","1798","13"
"21","1714","8"
"21","1101","4"
"21","1792","14"
"21","1001","5"
"21","574","19"
"21","1051","14"
"21","1808","7"
"21","1589","7"
"21","644","9"
"21","367","5"
"21","869","3"
"21","911","16"
"21","1025","18"
"61","1302","7"
"61","666","8"
"61","1504","1"
"61","1457","10"
"61","1044","0"
"61","171","0"
"61","427","18"
"61","1639","7"
"61","884","17"
"61","1760","5"
"61","1729","14"
"61","879","3"
"61","1632","1"
"78","1504","14"
"78","16","14"
"78","1574","16"
"78","1074","13"
"78","244","20"
"78","866","10"
"78","163","2"
"78","251","20"
"78","518","9"
"78","981","3"
"78","144","0"
"78","495","4"
"78","1092","8"
"78","1186","0"
"78","1876","9"
"78","1669","14"
"78","1364","13"
"78","1748","11"
"78","1494","15"
"78","1970","11"
"78","988","15"
"78","1284","16"
"78","1120","6"
"78","233","6"
"78","257","2"
"78","308","2"
"78","1143","18"
"92","493","18"
"92","1480","0"
"92","1078","18"
"92","596","12"
"92","1903","5"
"92","1201","15"
"92","1515","15"
"92","1048","6"
"92","1155","19"
"92","1924","3"
"92","1482","1"
"92","772","2"
"92","1224","6"
"92","1509","13"
"92","1070","13"
"92","882","12"
"92","1652","19"
"92","1679","7"
"92","1236","7"
"92","25","6"
"92","852","16"
"92","30","9"
"57","866","18"
"57","1753","17"
"57","928","4"
"57","774","17"
"57","1555","12"
"57","537","10"
"57","1846","1"
"57","1676","6"
"57","1008","18"
"57","1282","12"
"57","1747","9"
"57","964","8"
"57","177","5"
"57","1819","16"
"57","1030","0"
"57","1238","8"
"57","834","5"
"57","1761","17"
"57","1060","15"
"57","292","1"
"57","1496","16"
"57","1508","0"
"57","1655","3"
"57","409","13"
"57","1056","4"
"22","345","16"
"22","1319","3"
"22","1166","7"
"22","1237","0"
"22","434","17"
"22","609","17"
"22","1920","7"
"22","800","13"
"22","1532","14"
"22","1332","2"
"22","41","8"
"22","322","6"
"22","1395","20"
"22","1618","12"
"22","1714","15"
"22","967","5"
"22","1776","7"
"22","1191","12"
"22","1984","8"
"22","478","20"
"22","153","9"
"22","1317","7"
"22","1895","13"
"22","772","14"
"22","580","10"
"22","24","15"
"22","569","10"
"22","458","18"
"22","56","4"
"22","1884","11"
"22","300","12"
"22","1838","1"
"22","1239","18"
"22","1769","18"
"22","236","14"
"22","448","20"
"22","1417","20"
"22","636","11"
"22","276","20"
"22","1167","17"
"22","1823","0"
"46","1670","13"
"46","490","17"
"46","1061","20"
"46","1655","1"
"46","194","16"
"46","415","13"
"46","703","8"
"46","1227","16"
"46","632","19"
"46","176","2"
"46","610","6"
"46","1904","9"
"46","1985","16"
"46","938","13"
"46","1994","11"
"46","1734","6"
"46","931","10"
"46","679","15"
"46","1735","4"
"46","1495","15"
"46","505","9"
"46","791","15"
"46","234","12"
"36","1689","16"
"36","1425","19"
"36","1171","0"
"36","1182","11"
"36","1858","9"
"36","1696","10"
"36","1743","15"
"36","291","16"
"36","743","19"
"36","824","16"
"36","1984","6"
"36","1733","3"
"36","834","16"
"36","582","15"
"36","49","3"
"36","656","12"
"36","692","11"
"36","1290","18"
"36","605","11"
"36","815","11"
"36","218","9"
"36","685","13"
"36","1129","6"
"36","210","10"
"36","1532","6"
"36","837","3"
"36","726","14"
"36","637","18"
"36","262","19"
"36","480","3"
"36","1107","9"
"36","1488","8"
"36","275","6"
"47","1858","9"
"47","1410","13"
"47","1254","7"
"47","367","1"
"47","1373","0"
"47","1225","3"
"47","1986","4"
"47","1594","14"
"47","1635","20"
"47","994","0"
"47","646","11"
"47","595","2"
"47","1010","13"
"47","768","12"
"47","341","18"
"47","1954","17"
"47","1021","2"
"47","1584","20"
"47","1350","14"
"47","757","9"
"47","1957","1"
"47","775","12"
"47","50","0"
"47","589","14"
"47","941","17"
"47","110","5"
"47","1640","2"
"47","708","5"
"87","440","5"
"87","945","2"
"87","1333","8"
"87","666","12"
"87","1383","0"
"87","1949","17"
"87","95","11"
"87","1823","2"
"87","1992","19"
"87","1965","12"
"87","1600","15"
"87","1559","12"
"87","749","3"
"87","771","9"
"87","18","16"
"87","1517","15"
"87","723","2"
"87","1278","7"
"87","1259","20"
"87","623","18"
"87","1284","20"
"87","1999","19"
"87","1028","17"
"87","686","14"
"87","1248","0"
"87","1321","11"
"87","1117","15"
"87","441","13"
"87","1362","19"
"87","955","11"
"87","66","8"
"87","456","3"
"87","368","14"
"87","1413","7"
"87","1614","20"
"87","1451","11"
"27","748","0"
"27","553","19"
"27","948","12"
"27","675","3"
"27","1694","16"
"27","209","2"
"27","1788","5"
"27","799","16"
"27","1492","1"
"27","701","1"
"27","1222","16"
"27","1662","8"
"27","36","3"
"27","1439","19"
"27","334","17"
"27","1440","9"
"27","105","11"
"27","831","5"
"27","1091","10"
"27","1905","11"
"27","626","13"
"27","798","11"
"27","1340","12"
"27","873","13"
"27","476","4"
"27","338","1"
"27","534","11"
"27","188","1"
"27","1403","5"
"27","1986","12"
"27","1136","3"
"27","1483","3"
"27","370","3"
"27","266","6"
"27","1269","15"
"27","1607","10"
"27","1935","18"
"27","939","2"
"27","317","1"
"27","690","19"
"27","1145","5"
"27","1101","16"
"27","1086","0"
"27","1283","1"
"27","1226","1"
"27","1263","0"
"27","1726","16"
"27","1331","10"
"27","827","5"
"64","385","20"
"64","1941","1"
"64","1686","4"
"64","49","3"
"64","1303","4"
"64","441","8"
"64","897","4"
"64","1190","3"
"64","605","14"
"64","701","16"
"64","631","19"
"64","1288","5"
"64","884","4"
"64","1059","7"
"64","1793","4"
"64","1662","11"
"64","1991","11"
"64","1578","3"
"64","448","4"
"64","789","10"
"64","98","9"
"64","783","5"
"64","1351","18"
"64","331","11"
"64","1586","15"
"64","1091","12"
"64","274","18"
"64","657","17"
"64","68","12"
"64","1713","8"
"64","942","15"
"64","1809","13"
"67","1921","9"
"67","303","13"
"67","1357","16"
"67","1165","2"
"67","737","13"
"67","853","16"
"67","1541","12"
"67","1875","16"
"67","216","15"
"67","298","14"
"67","1542","17"
"67","1373","14"
"67","1699","12"
"67","1273","13"
"67","121","13"
"67","1713","18"
"67","1628","17"
"67","1671","14"
"67","914","5"
"59","1069","3"
"59","1919","16"
"59","1287","14"
"59","1636","13"
"59","166","0"
"59","131","8"
"59","908","5"
"59","436","7"
"59","1065","5"
"59","1112","17"
"59","1001","20"
"59","1999","2"
"59","762","16"
"59","1188","11"
"59","213","0"
"59","1742","14"
"59","410","16"
"59","1265","7"
"59","491","11"
"49","832","11"
"49","237","4"
"49","1647","20"
"49","243","8"
"49","1219","4"
"49","1643","11"
"49","1631","2"
"49","74","17"
"49","1912","12"
"49","1884","18"
"49","418","14"
"49","1503","8"
"49","827","18"
